x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79
-0.5799709,-1.0747674,-0.13211277,0.09226873,0.73152447,0.37710857,1.6450473,-0.16334654,1.2675577,-0.39959696,-1.569696,0.5079148,-0.79446375,0.32102704,2.211927,-1.408632,-0.7846595,-0.82327074,-0.37388292,-0.20429361,0.85270715,0.25201243,1.1024389,-1.361174,0.9885174,-1.5477298,-0.76610285,0.45568508,0.18356468,-0.5525292,1.8447353,-1.9565834,-0.3009475,-1.091007,0.122006744,0.64758193,0.8599281,0.66559225,1.5118632,-0.17748173,1.4417298,0.4061365,-1.2151293,0.86673087,-0.7196562,0.3273695,0.6360526,-0.9211985,-0.49053073,-0.9420119,-0.31053582,0.8877388,0.7801036,1.0766655,0.4890443,0.16882037,1.2017121,0.016744923,-1.3241345,-0.15841803,-0.40073773,0.56398195,1.0002837,-1.523459,0.18819612,-0.6138045,-0.2250248,1.5425721,-0.46189216,0.85172826,0.6700166,-0.45615146,1.2211788,-0.075309515,-1.2632226,0.14261545,-0.567808,-0.22032547,0.8031729,-0.6651221
-0.8053854,-0.6949001,0.16353461,-0.83889914,-0.14605664,-0.9821264,0.97472215,0.35583985,1.0714082,-1.4966621,0.3217331,0.6517619,-2.7801244,-0.042758238,1.4056054,-1.9550807,-1.2070094,-0.49665472,0.3088652,-0.4972821,0.11855385,-0.6182627,0.24653225,0.5227544,0.22904055,-0.73747814,0.94530433,0.94164616,-2.6725295,-0.6624511,1.5851479,-2.201239,-0.74322194,0.17917809,-0.18213154,-0.78348774,0.25546625,-0.86952555,0.7927514,0.3851988,0.56575346,-0.91413987,0.9715788,1.0296403,-2.8675754,-0.48653743,1.2774347,-1.9016128,-1.1715678,-0.30007374,0.40542847,-0.83996016,0.12972382,-0.7545509,0.55045193,0.94531536,-0.60474205,-0.41305873,0.4006374,1.29039,-2.7563038,-1.100018,1.3849417,-1.7840682,-0.5905571,0.09663974,0.21789783,-1.0012535,-0.11501046,-0.9025089,0.3116679,0.77812845,-0.35108864,-0.659275,0.6907295,0.45754397,-3.2278295,-0.9262917,0.8101337,-1.9852623
-0.768371,-2.4242523,0.40898636,0.13041152,-1.0763233,-0.6906845,0.49221382,-0.18694766,-0.9602226,-0.10137206,-0.4997007,1.8978215,-1.9544634,-1.0155367,1.3045863,-0.22281763,0.32832974,-2.3599505,0.4607233,0.39483994,-1.5095503,0.29929677,0.9531048,-0.053067178,-0.9390147,-0.7230804,-0.013954228,1.417224,-1.5874327,-1.1956782,1.0675493,-0.36553365,0.5047057,-2.380192,0.7250268,0.6160846,-0.9837065,-0.6752765,0.49297187,0.37387228,-0.21670495,-0.33021596,-0.19965796,1.2214322,-1.9195453,-0.6004455,0.45965403,-0.042517558,0.5108004,-1.7808394,0.74279106,1.8035673,-0.59149736,0.16441517,0.33038473,0.76051253,-0.047693275,-0.4117153,-0.7516988,0.7238765,-1.6992878,0.2025551,0.669035,0.17297949,0.8286732,-1.5796016,0.7384567,0.9795606,-1.3008873,-0.059668522,-0.00861684,0.13513531,-0.21372359,-0.8666085,-0.472467,0.90981615,-1.3826444,-0.7985635,0.2375172,0.1199972
-1.1643708,-0.17580228,-0.15572678,0.65644866,-0.1899933,0.2287933,0.7949324,0.46937418,0.85883015,0.5646613,-1.424298,0.08163103,-0.052559137,-0.8740694,-0.42452827,-0.8843475,-0.94352543,-0.30542025,0.1988664,0.23961994,0.20949894,0.15929396,0.5750477,-0.17850931,1.0120233,-0.48483527,-0.6882609,0.43547785,0.4213363,-0.8706049,-0.25628787,-1.0490166,-0.65588707,-0.3021086,0.088662714,0.76831174,0.18316956,0.51199687,0.38378498,-0.013025382,1.010734,-0.041118238,-0.6137738,0.57032603,-0.36031294,-0.5173211,-0.5275693,-0.5847789,-0.5097129,-0.59425616,-0.10242947,0.33344677,0.5096872,0.44982687,0.13881335,0.36671576,1.1307648,0.070721656,-0.33259654,0.245286,-0.29288805,-0.44443834,-0.3744701,-0.7079659,-0.34002182,-0.2519864,-0.21811472,0.6510608,0.09819393,0.17020732,0.27476332,-0.2145137,1.0884057,-0.1009168,-0.36009032,0.26095396,-0.47844365,-0.6102089,-0.3351046,-0.6088814
-0.49455348,-0.43096828,0.60770994,-0.9465784,0.16145201,-0.7926629,0.8862015,0.34196407,0.5584109,-1.0233071,0.08798752,-0.10412331,-2.6953976,-0.6085964,1.0729519,-1.1998807,-1.0000148,-0.44754937,0.552576,-0.33565298,0.37249115,-0.13923304,0.1354089,0.41199133,0.062664844,-0.61897606,0.5864413,0.73196924,-2.4695609,-0.7249313,1.5946547,-1.5354061,-0.74925834,0.18978049,-0.12541015,-0.6071304,0.41173956,-0.4715976,0.63258064,0.143725,0.49433342,-0.89055264,0.7955342,0.8024825,-2.516959,-0.5557897,1.1050891,-1.5610757,-1.0296485,-0.21213782,0.3060799,-0.5954368,0.27474162,-0.5283368,0.42084414,0.8356892,-0.5191717,-0.22628438,0.4370207,1.1141137,-2.3539743,-1.027844,1.2021015,-1.4115586,-0.6370838,0.13480556,0.17792937,-0.70509756,-0.007034391,-0.80245507,0.2223827,0.47411335,-0.0903513,-0.48697388,0.72008955,0.4038681,-2.7353823,-0.83975,0.59407735,-1.5901895
-0.27122775,-0.3418485,-0.50156236,0.775028,0.38150465,0.1643098,-0.64140946,-1.097934,1.7731336,0.36327225,-0.7327253,0.73636955,-0.5640494,-1.1875116,-0.5856297,-1.6170051,-0.72653484,-0.4689186,-0.89629394,0.32088298,-0.37675026,-0.06863888,-0.7539376,-0.5893168,1.3377622,0.22985236,-0.042251006,0.67088234,-0.16832316,-0.9812733,-0.21813618,-1.5309129,-0.5680546,-0.5504571,-0.9586607,0.19692157,-0.2363103,0.4137525,-0.43728876,-0.2464647,0.82131636,0.28998566,-0.22560453,0.83901644,-0.5303635,-0.81106645,-0.56314653,-0.9825986,-0.5298828,-0.89109904,-0.25373712,0.13276084,-0.42814037,-0.0078069055,-0.3463337,-0.11048098,1.0426131,0.24879444,-0.1400968,0.6884538,-0.33366328,-0.5544625,-0.3224823,-1.0083157,-0.42630652,-0.50782025,-0.6287609,0.060607467,-0.35124063,-0.17127609,-0.23480888,-0.3560628,0.95307815,0.31730875,-0.2818024,0.6769301,-0.38706815,-0.5181598,-0.018133007,-1.0669624
0.4323206,-0.3311702,0.40313137,0.027250646,0.3977781,-0.3835378,0.7175925,-0.37685594,-0.1587812,-0.6976221,-3.0983522,-0.56807333,-2.2034264,-1.972917,0.51751214,-0.53389937,0.22072828,-0.711033,-0.037554733,-0.2955751,0.3684892,0.50913495,-0.11616934,-0.3291105,0.14353961,-0.7038271,-2.4488704,-0.46936455,-2.2173321,-2.6734672,0.49302837,-0.35896432,0.35148868,-0.63505435,0.03341027,-0.39878166,0.47127753,0.26275423,-0.275832,-0.018399231,0.33531848,-0.9010919,-2.5938668,-0.003097305,-2.5499055,-2.0548246,0.17506167,-0.6492817,0.5556254,-0.74033606,0.13587235,-0.40891695,0.9036983,0.20062052,-0.74801064,0.17461468,0.37158814,-0.9025068,-2.61189,-0.06513422,-2.2903056,-2.164882,0.30225495,-0.38714606,0.6091879,-0.7176779,-0.17456025,-0.4052648,0.47986573,0.16819459,-0.594641,-0.05579078,0.3827353,-1.2402812,-2.5976443,-0.11566245,-2.2599406,-2.1939118,0.53352654,-0.3591006
0.20323908,-1.5042443,-0.5275713,1.7135223,0.76731783,0.5189135,0.49784037,1.8734776,0.45503625,0.31256416,-0.5795883,-0.79136574,-1.7993044,-1.6240339,-0.5166269,-0.89843804,-1.0658071,-0.9191852,-0.43211916,1.6454303,0.6561693,0.15284544,0.013017327,1.4040061,0.77559996,0.18670759,-0.45754853,-0.9398659,-1.183909,-1.7075356,-1.2629216,-1.3407377,-0.6177534,-0.7346891,-0.5994274,1.4305006,0.92479914,0.5851536,-0.1222006,1.1156992,0.47584096,-0.22065632,0.023037098,-0.047003526,-1.1392049,-1.2628982,-1.1099327,-1.3005823,-0.46169427,-1.1988739,-0.61014706,0.9387801,0.7355647,0.07603654,-0.3297766,1.067882,0.58265674,-0.3331502,0.13629852,-0.08880778,-0.7803303,-1.3430667,-1.4216968,-1.0672235,-0.61573815,-0.69185615,-0.54094,0.96925217,0.79348564,0.24689686,-0.18017536,0.26094866,1.0886766,-0.4325407,0.36237362,-0.095556594,-0.6421333,-1.4291899,-0.9512135,-1.2272117
0.3867516,-0.41921785,-0.91303337,0.60831475,-0.62977177,-0.337942,-0.08936068,-0.19851471,0.635322,0.5096121,-0.37174606,0.7101138,-0.40909812,-0.6098419,-0.12756307,-0.7992489,0.09750896,-0.36178496,-0.84110427,0.35483763,-0.46893573,-0.43492052,0.037526503,-0.2923346,0.62229156,0.42873648,-0.6482598,0.40371922,-0.68820524,-0.3851007,-0.48691845,-0.7227611,-0.25964642,-0.4717993,-0.6801928,0.29808643,-0.31908438,-0.30863798,-0.097425595,-0.02056068,0.6042457,0.28084546,-0.27643663,0.39479828,-0.39426088,-0.36513847,-0.386654,-0.84951526,-0.24244174,-0.6255964,-0.51869947,0.13059011,-0.2587986,-0.20857355,-0.101856336,-0.044384822,0.71400684,0.24743268,-0.34024525,0.531038,-0.47406352,-0.4274256,-0.24105945,-0.6988055,-0.21214649,-0.53595155,-0.497412,0.15614697,-0.26636782,-0.37179086,0.026875613,-0.23056343,0.53169465,0.23363696,-0.42867103,0.54433835,-0.34343338,-0.43480998,-0.27321675,-0.8450501
0.5577118,-0.712791,0.32429174,-0.29221916,-0.022194803,-0.52582115,1.261537,0.25820827,0.09112502,-0.8822115,-0.906364,-0.39227232,-0.76662195,0.61170167,0.68623346,-2.2515478,-0.15495278,-0.28788468,0.50640035,-0.6241707,0.23122174,-1.1466867,0.80056584,-0.19468941,-0.32742336,-0.33155566,-0.80321527,-0.37069038,-1.009107,-0.24604362,0.10032345,-2.0757282,0.12302015,-0.14724618,0.33418542,-0.68667096,-0.22015607,-0.47393066,0.8197547,0.0889833,-0.68233055,-0.30054826,-0.9736394,0.28644356,-0.41889688,-0.6442776,0.50394475,-2.0337954,0.16332097,-0.7775983,0.4447243,-0.42896822,0.090643145,-0.6827986,0.80411196,0.049964864,-0.7131413,-0.69109136,-1.0445487,0.19432671,-0.11023816,-0.60428333,0.39863178,-1.5113149,0.24385399,-0.34338012,0.33860075,-0.23762299,0.19454324,0.04503065,0.61674446,0.54752433,-0.9155466,-0.35961506,-0.8077362,0.19968499,-0.29657343,-0.7444556,0.35421667,-1.771352
-0.33865848,-0.94408566,0.28188765,2.5279512,0.2724473,1.083828,0.30046925,-0.115836434,-1.3500572,-0.4443335,-2.9680552,0.7245669,-0.46537432,-1.049316,-2.1455467,-2.506384,-0.9875258,-1.7090697,-0.30170116,0.4268111,-0.7998239,0.24415031,-0.018855704,0.3529925,0.37933284,0.8855693,-0.68314403,0.5849966,1.0852892,-0.7153744,-0.8420738,-2.3105369,-1.2819613,-1.0036834,-0.008573127,0.16089255,-0.6537137,0.6554314,-0.29523626,-0.1704467,0.62849605,0.4394548,-0.44493714,0.4476468,0.6574719,-0.5939531,-0.7451241,-2.3131535,-1.1806518,-0.82201034,0.11036617,-0.09339549,-0.64965785,0.12684776,-0.16961868,0.195283,0.792447,0.4651598,-0.2545395,0.3584214,0.39514303,-0.5575761,-0.59057814,-1.8223174,-0.9899797,-0.5086198,-0.04874798,0.059839964,-0.7050542,-0.11777659,0.026416373,-0.23220013,0.67041594,0.37350777,-0.50526696,0.6659562,-0.17333555,-0.46862817,-0.25281057,-1.2100881
0.32737854,-1.0370953,0.20357266,-0.17750084,1.0469165,0.056308214,0.028066617,-0.7870847,0.03309159,-0.50630224,-2.3494582,-0.39849076,-0.9663679,-1.9328669,1.0665406,-0.51263326,0.51077425,-0.93232983,-0.048615918,-0.014598095,0.666802,0.3127993,-0.078181736,-0.19608547,0.082017735,-0.7866483,-1.8362383,-0.2780356,-1.6390748,-1.9844881,0.89596516,-0.29226822,0.47956258,-0.7443787,0.03807218,-0.09665376,0.6672379,0.12764592,-0.08306161,0.014181535,0.12381761,-0.9080021,-1.9395956,-0.029240116,-1.9247445,-1.6193265,0.6379723,-0.5153341,0.5817408,-0.8668434,0.072718106,-0.039497685,0.8876085,0.028067814,-0.44748718,0.13232389,0.030442512,-0.8139393,-1.9559696,-0.10935462,-1.6899587,-1.687853,0.7625702,-0.28766274,0.6498624,-0.69876564,-0.07541248,-0.20190573,0.5172639,0.10929844,-0.35400277,0.036733378,0.02302209,-1.1383562,-2.0229912,-0.07011763,-1.7385745,-1.7721877,0.6547495,-0.312817
-0.54726046,-1.2787081,0.040788136,-0.98363674,-1.0742334,0.030622961,1.053199,-1.9586535,0.28868917,-0.29253316,-0.29749432,-0.48918447,-1.3263167,-1.8452654,2.1587563,-1.7006897,-1.4277781,-1.3695241,-0.048010882,-0.035564482,-0.2725146,0.6727298,0.70119697,-0.7921129,0.8683318,1.0877335,0.17577109,-0.28779358,-0.23650141,-2.172534,2.2619092,-0.99470156,-1.0790992,-1.525342,-0.7007509,0.08646782,-0.37714335,0.5740079,0.3007083,-1.5644355,0.14101282,-0.59437317,0.67700076,-0.56949145,-0.72821045,-1.5727055,1.2678723,-1.5745142,-1.2700803,-1.8935746,-0.54742366,-0.24930888,0.1608473,0.56539875,0.20375372,-0.5926369,0.38210666,0.26669675,0.7713732,-0.5762873,-0.59578884,-2.0756347,0.87543666,-1.0298848,-1.0964714,-1.5147212,-0.13768348,0.037912246,-0.2612171,-0.12276095,0.44768298,-1.4212742,0.6403378,-0.60059357,0.9274252,-0.29388702,-0.6385209,-1.2804793,1.0302635,-1.3907912
-0.7152097,-1.0908917,0.07529448,-0.33624515,-1.037002,0.35931516,-0.6974308,0.70028317,1.2166216,0.41052458,-0.10318882,2.2265136,-0.5383847,-0.82553405,-0.9922854,-1.5296226,-0.25331858,-1.0552684,0.13794261,-0.6596587,-1.0903329,-0.06895777,-0.25711295,-0.24965431,1.1487002,0.22790119,-0.36919293,0.68362457,0.21518818,-0.8479201,-0.5626125,-1.1356972,-0.37989622,-0.577714,-0.0845359,-0.41724914,-0.69152075,-0.10868583,-0.29537562,-0.3938164,1.0855955,0.42449194,-0.3408878,0.52171266,-0.0019299489,-0.62025535,-0.20193185,-1.0987936,-0.54139245,-0.8190037,0.26319823,-0.1842408,-0.5302047,-0.107738435,-0.25563833,-0.15821376,1.0380015,0.45837152,-0.4592128,0.38120574,-0.15503614,-0.5078616,-0.17877829,-0.8037177,-0.49903923,-0.39164048,-0.29003778,-0.21210329,-0.69455385,-0.3163174,0.035008844,-0.15381011,0.66296184,0.30008525,-0.39848495,0.5764945,-0.23393625,-0.44797972,-0.20457155,-1.072786
0.3078742,-0.7036819,1.3113841,1.2672526,-1.7933187,0.75236017,-0.12917109,1.0745467,0.090855196,0.4414113,0.2943406,-0.72799987,-1.6807309,-1.164809,-0.60254544,-2.7852037,0.8319819,-0.73855853,0.8898426,0.9621819,-1.5537275,1.3628255,-0.1229114,0.7864659,0.29312053,0.1701572,0.25869352,-0.6924066,-1.50853,-1.5473857,-0.5627278,-2.682362,0.80376863,-1.0109464,1.1104529,0.69826925,-1.2483437,1.2462044,0.15814458,0.9649952,0.01431335,0.7443861,0.47743133,-0.87021726,-1.6176009,-1.2114552,-0.253197,-2.6000907,0.8683124,-0.57265985,0.76585424,0.7526557,-1.1406839,0.92004627,0.35810792,0.99042845,-0.68679756,0.058624245,-0.43429336,-0.85242254,-1.4001243,-1.6137675,-0.6472878,-2.6537542,0.6880311,-0.51335883,0.5015503,0.82108563,-1.3136461,1.3372294,-0.5154552,0.7601623,-0.30789366,0.32975775,0.12958425,-0.73457396,-1.2151078,-1.4177315,-0.43326047,-2.7695382
